# Undirected graph (each unordered pair of nodes is saved once): Gnm.txt
# Nodes: 10670 Edges: 22002
# NodeId	NodeId
0	849
0	4710
0	10282
2	1408
2	9473
3	3823
3	6800
3	8797
4	402
4	957
4	3276
5	3273
5	4038
5	4441
6	1421
6	1834
6	5775
6	6148
6	6607
6	7077
6	7079
6	7907
7	1366
7	5961
7	7273
7	10099
8	1822
8	4263
8	7201
9	7697
10	2245
10	2890
10	3544
11	3501
12	396
12	1698
12	2193
12	3987
12	4090
12	4513
12	6152
12	6783
12	6947
12	9066
13	1993
13	5288
13	6609
13	6853
13	7822
13	8196
13	8596
14	357
14	467
14	1535
14	3019
14	6114
14	7094
14	7174
14	8266
14	9122
14	9817
15	45
15	3773
15	6222
15	8227
15	10165
15	10183
16	1413
16	3611
16	4310
16	6170
16	6246
16	6543
16	9334
16	9809
16	10149
16	10301
17	3758
17	10217
18	4350
18	5400
18	6428
18	6436
18	8067
18	8624
18	10369
19	6549
19	9089
19	9527
20	338
20	5645
20	7177
20	8302
21	2441
21	4945
22	1291
22	2653
22	3308
23	2063
23	2985
23	2993
23	4206
23	4378
24	1263
24	5204
24	6604
24	8927
24	9781
25	520
25	1128
25	7610
25	8022
26	8060
27	1735
27	4177
27	6153
27	6595
28	6862
29	2886
29	3601
29	5552
29	6649
29	9841
30	3637
30	4639
30	5120
30	8373
30	9398
31	168
31	4304
31	6138
31	6572
32	3006
32	3167
32	3415
32	5946
33	3301
33	3502
33	4528
33	5836
33	7380
33	9621
33	10645
34	363
34	1672
34	9590
35	849
35	2660
35	8322
35	9450
36	2207
37	5128
37	7925
38	5914
39	1280
39	8723
39	9040
40	6361
40	8483
40	9711
40	10274
41	576
41	834
41	2199
42	2681
42	2932
42	7887
42	8288
42	9042
43	2221
43	9100
43	9497
44	1139
44	4661
45	3555
45	3557
45	5987
46	4272
46	10315
47	1394
47	1610
47	5288
47	9276
47	9519
48	349
48	892
48	927
48	3189
48	3675
48	9859
49	1846
49	2884
49	4812
49	6983
49	9644
50	765
50	4437
50	5273
50	9986
51	1012
51	2435
51	2945
51	7456
52	218
52	1333
52	1809
52	1941
52	3654
52	4905
52	8057
53	1630
53	1655
53	2538
53	5246
53	7234
53	8699
53	10587
54	121
54	2136
54	2297
54	2519
54	6943
55	108
55	1893
55	2750
56	749
56	953
56	1884
56	2376
56	3874
56	7370
56	10231
57	2581
57	2847
57	3008
57	4420
57	6051
58	837
58	7381
58	9322
58	10602
59	1574
60	448
60	1320
60	3110
60	6430
60	6719
60	8448
61	3009
61	3167
61	7167
61	8096
61	10430
62	331
62	4289
62	5557
62	7760
62	8569
62	10669
63	1574
63	10054
63	10406
64	1162
64	2723
65	5751
65	6226
66	265
66	983
66	7907
67	3411
67	7038
67	10542
68	4540
68	4751
68	6833
69	2838
70	1432
70	4295
70	7032
70	8642
71	1120
71	6799
72	2100
72	2715
72	4758
72	6173
72	7055
72	7492
72	8130
72	9143
73	5931
74	864
75	3300
75	4343
75	7402
75	7558
76	4944
76	7486
77	1391
77	5642
77	7376
78	1330
78	2450
78	5298
78	8616
79	809
79	3241
79	8717
79	9251
80	230
80	1422
81	1764
81	4052
81	5553
81	5817
81	9712
82	4421
82	5043
82	9401
83	8692
84	2860
84	3961
84	5983
84	9495
85	3272
85	6106
86	7930
87	397
87	1314
87	3165
87	5362
87	8115
87	9309
88	1028
88	8488
88	9764
89	6155
90	3337
90	7364
90	8699
91	5508
91	10200
92	7147
92	7883
93	4610
93	9501
94	2783
94	6334
95	334
95	6884
95	8041
95	9027
96	842
96	849
96	8670
96	8750
96	9838
97	1712
97	3367
97	4030
97	8555
98	745
98	8302
98	8537
98	8982
99	1500
99	6099
99	8083
100	2929
100	5121
100	5341
100	10499
101	683
101	3589
101	9606
102	3804
102	7731
102	10581
102	10592
103	669
103	4895
103	5171
104	2123
104	2795
104	3655
104	4089
104	5182
104	5738
104	9532
105	2895
105	2914
105	2919
105	2974
105	3387
105	4961
105	5461
105	7811
106	760
106	4647
106	5813
106	6306
106	8690
107	6393
107	9763
108	1198
108	1971
108	2694
108	5272
108	5419
108	6061
108	8777
108	8937
108	10021
108	10577
109	1124
109	1694
109	3553
109	4664
109	10154
110	1049
110	9127
110	9143
110	9942
111	1179
111	1341
111	5082
111	5539
111	5724
112	1646
112	7586
112	10073
113	5002
113	7839
114	1671
114	10444
115	660
115	1595
115	1719
115	3587
115	4206
115	6076
115	7310
115	8709
116	2834
116	7216
116	8709
117	393
117	1623
117	9593
118	842
118	7261
120	2798
120	4301
120	7308
120	8397
120	10370
121	328
121	612
121	924
121	1209
121	3279
121	3646
121	4277
121	4914
121	9194
121	10534
121	10608
122	442
122	3053
123	6049
123	8750
123	9498
123	10668
124	1090
124	3174
125	3666
125	4959
125	5682
125	6686
125	8037
126	9806
126	10267
126	10272
127	4938
128	1867
128	4902
128	6245
128	8987
129	518
129	1017
129	2212
129	4600
129	5702
129	7464
129	7792
130	1850
130	2316
130	3835
130	6569
130	7758
131	8653
131	10004
132	687
132	1892
132	3351
132	3428
132	3431
132	4095
132	5593
132	8118
132	10143
132	10542
133	3693
133	4815
133	7722
133	7888
133	9536
133	9586
134	403
134	1116
134	4223
134	5216
134	7562
134	8223
135	1499
135	6513
136	1480
136	4772
136	6998
137	748
137	1493
137	4036
137	6475
138	603
138	1818
138	4815
138	8920
138	9000
138	9483
139	201
139	242
139	1094
139	4596
139	5171
139	8273
139	8672
139	10250
140	1828
140	1853
140	2583
140	3075
140	5418
140	5610
141	1305
141	3663
141	6177
141	6330
141	7774
141	8822
142	1802
142	1996
142	2538
142	3182
142	4824
142	7920
143	4206
143	5651
143	8004
143	9943
144	652
144	1034
144	1860
144	9597
145	697
145	8688
146	5175
146	10232
146	10452
147	1213
147	1298
147	4328
147	4610
147	5457
147	10556
148	1760
149	4653
149	5488
149	6692
149	6919
149	8443
150	1994
150	4136
150	6576
150	8813
151	6077
151	10655
152	2697
152	6235
153	9443
153	9962
154	1413
154	3309
154	6801
154	10336
154	10532
155	10001
156	1302
156	4327
156	5940
156	6570
157	530
157	1479
157	1996
157	5429
157	7927
157	8400
158	3120
158	6237
158	7381
159	7522
160	6268
160	8056
160	9903
160	10393
161	6121
161	6532
161	9189
162	1352
162	1967
162	2886
162	5709
162	7390
162	9678
163	1830
163	8648
163	9613
163	10582
164	1685
164	4012
164	5646
165	446
165	2681
165	2999
165	4435
165	6075
165	7397
165	10437
166	9115
167	2025
167	3044
167	4492
167	8820
168	465
168	3007
168	3755
168	8134
168	8788
168	9135
169	1129
169	3048
169	4361
169	5854
169	7479
170	467
170	6316
170	7522
170	7597
170	9165
170	10356
171	1490
171	3846
171	7699
171	9007
172	417
172	1365
172	1555
172	2717
172	7811
172	8313
173	2085
173	2468
173	6162
173	10372
174	710
174	1117
174	1160
174	1838
174	3450
174	4405
174	4641
174	5351
174	8211
174	8875
175	3174
176	5853
176	6206
176	6313
176	10133
177	1655
177	3210
177	4170
177	8164
177	9036
178	4019
178	4926
178	6975
178	8246
179	1196
179	6643
179	7266
179	8568
179	8571
179	9578
180	887
180	1261
180	4610
180	5936
180	8232
181	9008
181	9544
182	3461
182	5456
182	6087
182	8832
183	223
183	887
183	2296
183	3306
183	4779
183	5138
183	7054
183	8632
183	8650
184	1380
184	3764
184	4208
184	5079
185	2237
185	6781
186	1812
186	8151
186	9422
187	1753
187	5723
187	5792
187	6028
187	6542
187	8720
187	9929
188	1589
188	1898
188	2055
188	2888
188	4045
188	5542
188	8519
189	1226
189	5102
189	10552
189	10614
190	1154
190	1276
190	2330
190	2491
190	4951
190	8573
191	2621
191	4578
191	5937
191	9273
192	896
192	1672
192	3809
192	4717
192	4944
192	7167
193	1845
194	2120
194	4033
194	5697
194	7443
195	766
195	1246
195	3978
195	5243
195	6078
195	7307
195	8571
195	9599
196	526
196	3088
196	3835
196	4325
196	7532
196	8400
197	7270
197	8832
198	5992
198	7962
198	8316
199	1092
199	3931
199	4562
199	10313
200	420
200	929
200	6344
201	312
202	3051
202	4365
202	4469
202	5646
202	5888
202	6767
202	8698
202	9253
203	207
203	1302
203	2565
203	5306
203	9866
204	448
204	1805
204	1993
204	3617
204	5773
204	6107
204	8911
205	2879
205	5173
205	9194
206	3788
206	6052
206	6158
206	9412
207	1071
207	1704
207	2771
207	6449
207	7523
207	7973
207	8809
208	4601
208	6910
208	9154
209	376
209	3889
209	6274
209	6563
210	1800
210	2280
210	3074
210	3846
210	4492
210	6009
210	7741
210	8639
210	10195
211	5622
211	6220
211	8929
212	1145
212	4299
212	6138
212	8618
213	1031
213	3763
213	9938
213	10007
214	469
214	552
214	1114
214	5325
214	7049
214	7682
215	802
215	4596
215	8001
215	10012
216	700
216	4529
216	7918
216	10569
217	303
217	1994
217	3263
217	9116
217	10560
218	1653
218	5889
218	6911
218	10045
219	2774
219	2991
219	6621
219	10656
220	2435
220	5285
220	6525
220	8748
220	9618
220	10456
221	3099
221	6417
221	8252
221	8530
222	2750
222	7921
222	8226
222	8832
223	2212
223	2331
223	3267
223	8431
224	925
224	1610
224	4020
224	5850
224	7298
224	7685
224	8010
225	2855
225	4702
225	5181
225	7218
225	7318
225	8589
225	10367
226	859
226	2879
226	3151
226	3389
226	4277
226	6963
226	7896
226	8720
227	3192
227	5943
227	8029
227	8166
227	8824
228	437
228	507
228	7543
229	3254
229	6594
229	8394
230	1614
230	3788
230	5085
230	5515
230	5875
230	8262
230	8489
230	8570
230	9102
230	9204
230	10441
230	10521
231	9290
232	3179
232	3407
232	4536
232	4647
232	7606
232	8423
232	10595
233	1800
233	2410
234	2964
234	7241
234	7312
234	10417
235	1215
235	4735
235	4738
235	7562
235	8663
236	1522
236	3422
236	3842
236	4665
236	4798
236	5377
237	1736
237	3956
237	8174
237	8187
237	8547
237	8743
237	9805
238	3733
238	7465
238	10316
239	3701
239	4211
239	7835
239	8903
239	9246
239	9631
240	1749
241	2299
241	3600
242	1174
242	1503
242	8367
243	514
243	10257
244	5866
244	5909
244	8935
244	10356
245	3644
245	9565
245	9760
246	6878
246	9630
247	301
247	5321
247	8268
248	7656
248	9325
248	9569
249	2618
249	3243
249	8069
249	8631
249	10060
250	324
250	671
250	4005
250	10028
251	2114
251	2441
251	2588
251	4675
251	9302
252	975
252	1410
252	6147
252	8551
253	7615
253	7733
